得意先[    100]-[ 200000] ＊＊ 得意先ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/05/22(13:51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
得意先CD,得意先名ｶﾅ,得意先名,得意先(略),郵便番号,住所1,住所2,E-mail,備考,電話番号,FAX番号,担当者CD,担当者名,請求先CD,売上区分,税区分(売掛),税端数(売掛),税区分(現金),税端数(現金),締ｸﾞﾙｰﾌﾟ,合計請求書,請求明細書,入金予定日,入金方法,単価管理,単価ｸﾞﾙｰﾌﾟ,掛率,金額端数,登録日,最終更新日
10178,クリエイト経由,小林メモリードホール,小林ﾒﾓﾘｰﾄﾞﾎｰﾙ,886-0006,宮崎県小林市北西方種子田158-1,,,,,,200,津原,10147,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/24,2023/10/2
10179,クリエイト経由,都城メモリードホール,都城ﾒﾓﾘｰﾄﾞﾎｰﾙ,885-0023,宮崎県都城市栄町15-1-2,,,,,,200,津原,10147,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/24,2023/10/2
10181,クリエイト経由,株式会社メモリード宮崎　メモリードホール,株式会社メモリード宮,880-0811,宮崎県宮崎市錦町6-11,,,,,,200,津原,10147,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/24,2023/10/2
10182,クリエイト経由,西都メモリードホール,西都メモリードホール,881-0023,宮崎県西都市調殿1051-1,,,,,,200,津原,10147,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/8/28,2023/10/2
10183,テンゴクシャソウエン　ニチナンジギョウブ,天国社想苑　日南事業部,　天国社想苑　日南事,887-0015,宮崎県日南市大字平野2763番地1,,,,0987-32-0001,0987-55-5587,200,津原,10183,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,3,2000/5/24,2024/9/5
10185,煎茶青葉用100g,株式会社メモリード宮崎メモリｰド青葉会堂,株式会社メモリード宮,880-0842,宮崎市青葉町8番地1,,,,,,200,津原,10185,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2002/7/5,2023/10/2
10193,クリエイト経由,日南メモリードホール,日南メモリードホール,,,,,,,,200,津原,10147,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/10/21,2023/10/2
10197,アイワホールタカサキ,アイワホール高崎,アイワホール高崎,889-4505,宮崎県都城市高崎町大牟田870,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2002/7/18,2024/9/5
10199,タカハラソウサイ,アイワホール高原,アイワホール高原,889-4412,宮崎県西諸県郡高原町西麓1189,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2003/5/21,2024/9/5
10200,アイワホール,株式会社　アイワホール,株式会社アイワホール,889-4505,宮崎県都城市高崎町大牟田1945,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2003/5/21,2024/9/5
10201,アイワホールタカサキギフト,アイワホール高崎ギフト,アイワホール高崎ギフ,,,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2003/5/23,2024/9/5
10225,アイワホールヤマダ,アイワホール山田,ｱｲﾜﾎｰﾙ山田,889-4602,宮崎県都城市山田町中霧島3263,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2005/11/19,2024/9/5
10226,アイワホールミナミヨコイチ,アイワホール南よこいち,ｱｲﾜﾎｰﾙ南よこいち,885-0092,宮崎県都城市南横市町8424,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2010/8/21,2024/9/5
10227,アイワホールシモナガエ,アイワホール下長飯,アイワホール下長飯,885-0061,宮崎県都城市下長飯町688,,,,,,200,津原,10200,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2013/8/28,2024/9/5
10246,ノモトソウサイ,有限会社　野元葬祭,有限会社　野元葬祭,885-1202,宮崎県都城市高城町穂満坊842番地1,,,旧住所　宮崎県都城市高城町穂満坊364,0986-58-2222,,200,津原,10246,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/24,2024/9/5
10252,モリホール（ユウ）ハナワセンター,株式会社　綾の杜ホール,株式会社　綾の杜ホー,880-1302,宮崎県東諸県郡綾町大字北俣,949番地1,,,,,200,津原,10252,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/24,2024/9/5
10253,ピーエスギフト,Ｐ.Ｓギフト,P.Sｷﾞﾌﾄ,885-0026,宮崎県都城市大王町39-1,,,,,,200,津原,10253,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2003/4/24,2024/9/5
10282,マエモトキネンヒンテン,前本記念品店,前本記念品店,899-4100,曽於市財部町東馬場,,,,,,200,津原,10282,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,1 現金,1 個別単価,,,2,2000/5/25,2024/9/5
10327,直接請求,都城メモリードホール,都城メモリードホール,885-0023,宮崎県都城市栄町15-1-2,,,,,,200,津原,10327,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2008/6/24,2023/10/2
10328,直接請求,小林メモリードホール,小林ﾒﾓﾘｰﾄﾞﾎｰﾙ,886-0006,宮崎県小林市北西方種子田158-1,,,,,,200,津原,10328,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2008/6/24,2023/10/5
10329,直接請求,株式会社メモリード宮崎メモリードホール,株式会社メモリード宮,880-0811,宮崎県宮崎市錦町6-11,,,,,,200,津原,10329,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2008/6/24,2023/10/2
10330,直接請求,西都メモリードホール,西都メモリードホール,881-0023,宮崎県西都市調殿1051-1,,,,,,200,津原,10330,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2008/6/27,2023/10/2
10333,直接請求,日南メモリードホール,日南メモリードホール,887-0022,宮崎県日南市上平野町2丁目-6-9,,,旧㈱メモリード宮崎日南ライムホール　(有)河野葬儀社,,,200,津原,10333,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2008/8/1,2023/10/2
10336,直接請求,延岡メモリードホール,延岡メモリードホール,882-0033,宮崎県延岡市川原崎町410番地,,,,,,200,津原,10336,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/2,2023/10/2
10339,セイレイシャ,有限会社　精霊社,有限会社 精霊社,887-0016,宮崎県日南市中平野1丁目2-7,,,,0987-23-6663,0987-23-6664,200,津原,10339,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2012/2/2,2024/9/5
10340,セイレイシャ（ギフト,有限会社　精霊社(ｷﾞﾌﾄ),有限会社 精霊社(ｷﾞﾌﾄ,887-0016,宮崎県日南市中平野1丁目2-7,,,,,,200,津原,10340,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2012/7/23,2024/9/5
10343,サクラカイカン,さくら会館,さくら会館,889-2402,宮崎県日南市北郷町郷之原1362-2,,,,,,200,津原,10343,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後 0日払,3 振込,1 個別単価,,,1,2013/4/9,2024/9/5
10348,会葬品外納品,メモリード外販課(経理),メモリード外販課,880-0811,宮崎市錦町6-11,,,,,,200,津原,10348,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2014/1/24,2023/10/2
10349,会葬品外納品,メモリード外販課(経理　初盆),ﾒﾓﾘｰﾄﾞ外販課(初盆),880-0811,宮崎市錦町6-11,,,,,,200,津原,10349,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2014/8/1,2023/10/2
10350,ニチナンソウサイ,株式会社　日南葬祭,株式会社 日南葬祭,889-2541,宮崎県日南市吾田東10丁目４番10,,,,,,200,津原,10350,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2014/10/21,2024/9/5
10351,メモリードミヤザキホンシャ,株式会社メモリード宮崎本社,メモリード宮崎　本社,880-0842,宮崎市青葉町5番地ﾚｼﾞﾃﾞﾝｽ松和2F,,,,,,200,津原,10351,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2015/2/15,2024/9/5
10352,ミヤザキドライアイス,宮崎ドライアイス,宮崎ﾄﾞﾗｲｱｲｽ,884-0002,宮崎県児湯郡高鍋町大字北高鍋,2827,,,,,200,津原,10352,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/4/10,2024/9/5
10354,事務所用,(株)メモリード宮崎メモリードホール事務所,(株)メモリード宮崎メ,880-0811,宮崎県宮崎市錦町6-11,,,,,,200,津原,10354,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/7/9,2023/10/2
10355,タカナベマゴコロサイジョウ,高鍋まごころ斎場,高鍋まごころ斎場,884-0002,宮崎県児湯郡高鍋町北高鍋993-1,,,,0983-26-2600,0983-26-2609,200,津原,10355,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/9/14,2024/9/5
10356,ヒュウガマゴコロサイジョウ,日向まごころ斎場,日向まごころ斎場,883-0013,宮崎県日向市新生町1丁目103番地,,,,0982-57-3671,0982-53-4224,200,津原,10356,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/9/14,2024/9/5
10357,ツノマゴコロサイジョウ,都農まごころ斎場,都農まごころ斎場,889-1201,宮崎県児湯郡都農町大字川北5715-3,,,,0983-32-1530,0983-32-1531,200,津原,10357,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2019/3/19,2025/5/22
10358,バンドウキコウ,阪東機工株式会社(現金売り),阪東機工株式会社(現,885-0017,宮崎県都城市年見町31号9番,,,,0986-25-1111,0986-25-1144,200,津原,10358,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/7/14,2024/9/5
10359,イケドウ,池堂(現金売り),池堂(現金売り),,,,,,090-8624-0312,,200,津原,10359,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/7/14,2024/9/5
10360,ソウエンテンゴクシャ,株式会社想苑天国社RCH(現金売り),株式会社　想苑天国社,880-0924,宮崎県宮崎市郡司分丙9852-12,,,,0985-50-1059,0985-50-1050,200,津原,10360,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/7/24,2024/9/5
10361,ミヤニチボシフクシジギョウダン,宮日母子福祉事業団(現金売り),宮日母子福祉事業団,881-0000,宮崎市高千穂通1-1-33,,,,0985-23-6439,,200,津原,10361,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/8/1,2024/9/5
10363,クレール,パティスリー　クレール(現金売り),ﾊﾟﾃｨｽﾘｰ ｸﾚｰﾙ(現金売,899-8106,曽於市大隅町下窪町97,,,,099-479-3520,,200,津原,10363,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/8/31,2024/9/5
10364,レストラン　タツヤ,レストラン　たつや(現金売り),ﾚｽﾄﾗﾝ たつや,880-0924,宮崎県宮崎市郡司分1785-2,,,,0985-56-2131,,200,津原,10364,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2019/9/1,2024/9/5
10365,ＫＡＺＥ,株式会社　ＫＡＺＥ＆ＣＯ(現金売り),株式会社　ＫＡＺＥ＆,885-0026,宮崎県都城市大王町43-11-2,,,,0986-36-7500,0987-36-7878,200,津原,10365,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2019/9/12,2024/9/5
10366,トヤマモクザイ,外山木材　株式会社(現金売り),外山木材 株式会社,,,,,,,,200,津原,10366,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/9/16,2024/9/5
10367,ノモトソウサイ　シャチョウ（ゲンキンウリ,野元葬祭　社長(現金売り),野元葬祭 社長(現金売,,,,,,,,200,津原,10367,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2019/9/30,2024/9/5
10368,ミヤザキエイギョウショコジンゲンキンウリ,宮崎営業所個人(現金売り),宮崎営業所個人(現金,,,,,,,,200,津原,10368,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2019/10/21,2024/9/5
10369,サクラサク,ディーサービスセンターさくら咲く,ディーサービスセンタ,,,,,,,,200,津原,10369,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2019/10/28,2024/9/5
10371,デッチ,丁稚,丁稚,,,,,,,,200,津原,10371,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2020/3/2,2024/9/5
10372,ビャクレンホイクエン,白蓮保育園,白蓮保育園,899-6402,鹿児島県霧島市溝辺町竹子866,,,,099-559-2362,,200,津原,10372,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2020/3/26,2024/9/5
10373,ゴローズ・プロダクツ,株式会社　ゴローズ・プロダクツ,株式会社　ゴローズ・,880-0841,宮崎県宮崎市吉村町北原甲1435-11,,,,0985-23-5622,0985-23-5699,200,津原,10373,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2020/5/9,2024/9/5
10376,タカナベメイリンノサト,株式会社高鍋めいりんの里,株式会社高鍋めいりん,884-0006,宮崎県児湯郡高鍋町大字上江6900番地,,,,0983-23-2626,0983-23-2600,200,津原,10376,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2020/6/1,2024/9/5
10378,カワミナミマゴコロサイジョウ,川南まごころ斎場,川南まごころ斎場,889-1301,宮崎県児湯郡川南町川南17699-34,,,,0983-32-5262,,200,津原,10378,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2023/4/28,2024/9/5
10379,タチバナビョウイン,医療法人社団　橘会　橘病院,橘病院,885-0071,宮崎県都城市中町15街区24号,,,,0986-23-7236,0986-25-5975,200,津原,10379,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2023/7/29,2024/9/5
10380,キリシマノソノホンカン,きりしまの園　本館,きりしまの園 本館,886-0213,宮崎県西諸県郡野尻町三ケ野山4336-74,,,,0984-44-3108,,200,津原,10380,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/4/30,2024/4/30
10381,キリシマノソノデイサービス,きりしまの園　デイサービス,きりしまの園　デイ,886-0213,宮崎県西諸県郡野尻町三ケ野山4336-74,,,正式名称：特別養護老人ホームきりしまの園,0984-44-3108,,200,津原,10381,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/4/30,2024/4/30
13556,ミヤザキサカイブッサンカブシキガイシャ,宮崎酒井物産株式会社　小林営業所,宮崎酒井物産株式会社,886-0004,宮崎県小林市細野2061-1,,,請求書は出さない,0984-22-7533,0984-22-7565,200,津原,13556,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/5/20,2025/5/20
20106,イズミコウエキシャ,株式会社　泉公益社,株式会社　泉公益社,899-0201,鹿児島県出水市緑町14-30,,,,,,20,福田,20106,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/25,2024/9/5
20130,ヘイアンサイテンカゴシマカイカン（ソクジ,平安祭典鹿児島会館　(即日返し),平安祭典鹿児島会館,892-0837,鹿児島市甲突町27-22,,,,,,20,福田,20130,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/25,2024/9/5
20131,ヘイアンサイテンホンブ,平安祭典　本部(即日),平安祭典　本部(即日),899-5116,鹿児島県霧島市隼人町内685,,,,,,20,福田,20131,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2000/5/25,2024/9/5
